,group1_members1,group1_members2,group1_members3,group1_members4,group2_members1,group2_members2,group2_members3,group2_members4,group3_members1,group3_members2,group3_members3,group3_members4,group4_members1,group4_members2,group4_members3,group4_members4,group1_name,group2_name,group3_name,group4_name
20,punk,jazz,rap,edge,jo,kim,amy,beth,opera,safari,meg,wayne,pop,baby,jon,chrome,,,,
21,husky,boxer,poodle,dalmatian,stop,bite,yield,wave,snout,muzzle,trunk,beak,detour,barrier,slow,asleep,,,,
22,byrd,vogue,beach boy,monkee,sausage,mashed potato,macarena,fortune,twist,wired,website,beatle,chain,golf course,rolling stone,dougie,,,,
23,heath,hammer,bounty,sum,switch,genesis,milky way,wii,stirrup,anvil,crunch,blink,maroon,cochlea,dreamcast,u,,,,
24,mousse,cheesecake,fudge,tiramisu,pencil,heck,shoot,darn,narwhal,elephant,warthog,hippo,,,,,,,,
25,poland,denmark,portugal,holland,petty,mild,mimic,echo,cruise,parrot,waits,mix,dill,livid,copy,greece,,,,
26,fedora,page,beret,fez,pot,liver,kidney,lung,spine,rabbit,bowler,ass,knife,jacket,heart,cover,,,,
27,grumpy,tiff,bashful,emu,mango,pineapple,banana,coconut,pdf,doc,zip,kiwi,happy,ostrich,penguin,gif,,,,
28,moth,skate,fly,wasp,copy,multiply,divide,subtract,sole,lap,alley,cool,tang,tetra,gnat,add,,,,
29,packer,shoulder,elbow,hip,bronco,oklahoma,raven,cowboy,shell,spiral,wrist,knee,them,mother,bowtie,airplane,,,,
30,pepper,phone,mobile,mac,cucumber,tomato,eggplant,lima,pyramid,cube,sphere,pod,polish,job,pad,cone,,,,
31,sole,heel,duckie,lace,ryan,sorry,risk,trouble,bond,smart,soul,clue,cement,hunt,band,tongue,,,,
32,tug,ferry,yacht,sub,round,cuban,flank,shank,rob,chuck,josh,sue,melt,loin,junk,club,,,,
33,fragrance,aroma,scent,funk,scissors,paper,jack,boar,bull,buck,boar,rock,country,soul,shoot,blues,,,,
34,penny,dime,quarter,nickel,moon,neck,rainbow,horseshoe,tin,lead,zinc,iron,clover,so,again,half,,,,
35,wallaby,kangaroo,mole rat,koala,paper,crunch,stacks,dough,mars,mounds,truth,eye,gun,cheddar,chunky,return,,,,
36,otter,dolphin,seal,hawk,peddle,saddle,chain,spoke,malt,vend,tong,chin,cub,move,brake,manatee,,,,
37,"['maple', 'ash', 'pine', 'cedar']","['plain', 'plateau', 'mountain', 'valley']","['poppy', 'sesame', 'elm', 'onion']","['jump', 'fear', 'hill', 'everything']",,,,,,,,,,,,,,,,
38,sundial,clock,watch,hourglass,newton,hertz,second,pepper,pixie,crop,shag,bob,no,evil,j,mole,,,,
39,flute,bassoon,oboe,clarinet,wayfarer,hooded,aviator,monk,lid,cover,top,wraparound,harp,harbor,cat eye,cap,,,,
40,"['fiji', 'malta', 'cuba', 'palau']","['dasani', 'sam', 'joe', 'tony']","['java', 'voss', 'evian', 'pop']","['mud', 'lucky', 'brew', 'japan']",,,,,,,,,,,,,,,,
41,snorkel,fins,tank,mask,race,sprint,dash,jungle,house,comma,period,colon,bolt,doja,fat,mask,,,,
42,irate,furious,livid,incensed,pelican,canary,booby,gull,hardy,sunflower,beach,beastie,school bus,lost,banana,puffin,,,,
43,"['plasma', 'gas', 'liquid', 'stale']","['shellac', 'paste', 'cut', 'crush']","['rout', 'undo', 'trash', 'least']","['tesla', 'slate', 'copy', 'cut']",,,,,,,,,,,,,,,,
44,plane,boat,train,subway,sonic,sabbath,thunder,day,magic,checkers,stripes,king,floyd,outback,car,sun,,,,
45,philadelphia,chicago,manhattan,rio,squall,blizzard,w,tornado,glamour,elle,allure,cosmopolitan,screwdriver,munich,hurricane,cyclone,,,,
46,grassland,tree,desert,go,iguana,gecko,cobra,monitor,warrior,nae,forest,can,cha,lotus,chameleon,grassland,,,,
47,linen,rib,corduroy,denim,scar,specter,phantom,spirit,needle,tease,stitch,poke,,,,,,,,
48,mother,aunt,cousin,nephew,donald,quirky,kooky,wacky,cuckoo,dewey,scrooge,daisy,biological,alarm,daffy,dewey,,,,
49,mile,foot,yard,inch,samosa,falafel,katsu,schnitzel,pen,tempera,oil,watercolor,dim,nick,quart,acrylic,,,,
50,grinder,scott,blade,match,near dark,twilight,west,sub,hero,lost boys,ant,bumble,hinge,driver,hoagie,tinder,,,,
51,mouse,keyboard,rat,hamster,organ,speaker,harp,monitor,grouse,vole,carp,gerbil,horn,moan,gripe,triangle,,,,
52,"['pride', 'gov', 'colony', 'family']","['high', 'blazed', 'swarm', 'bio']","['lit', 'stats', 'order', 'herd']","['class', 'domain', 'chem', 'baked']",,,,,,,,,,,,,,,,
53,shrine,altar,temple,abbey,rocky,sylvester,calvin,tom,garfield,harry,chester,felix,silk,reliquary,high,return,,,,
54,top,puck,blocks,hockey,memory,giggle,eggnog,yo-yo,duncan,leggings,viola,selfie,doll,fish,juliet,baggage,,,,
55,frogger,swipe,asteroids,pac,swing,salsa,pong,pinch,tango,tap,savage,breakout,cent,chainz,spread,hustle,,,,
56,romance,kiss,lie,tale,plaid,paisley,stripes,houndstooth,fib,goober,whopper,dot,horror,western,musical,fiction,,,,
57,"['spider', 'mite', 'tick', 'black widow']","['flash', 'jackass', 'shark', 'storm']","['perch', 'eel', 'catfish', 'cribs']","['blade', 'char', 'state', 'scorpion']",,,,,,,,,,,,,,,,
58,several,few,pair,some,moon,comet,globe,planet,sun,asteroid,plumb,lyme,journal,mellon,handful,asteroid,,,,
59,saw,field,charm,ring,please,pendant,delight,court,purge,scream,tickle,anklet,brooch,diamond,bangle,anklet,,,,
60,hawking,einstein,oppenheimer,feynman,crikey,barbie,gift,mate,selling,flair,bush,faculty,west,match,moot,return,,,,
61,me,la,pa,mu,pi,co,fa,ti,na,xi,ni,ma,fe,he,nu,do,,,,
62,snap,plank,buckle,zip,obvious,nothing,nada,curl,squat,press,planet,button,crunch,kangaroo,lunge,jack,,,,
63,"['rover', 'fido', 'chum', 'rex']","['fly', 'bait', 'spot', 'see']","['shirt', 'bone', 'lucky', 'storm']","['observe', 'notice', 'catch', 'return']",,,,,,,,,,,,,,,,
64,plasma,fire,gas,air,tree,steam,spirit,vigor,solid,liquid,water,juice,wedding,circus,earth,saturn,,,,
65,millennium,century,decade,year,pancake,omelet,bacon,waffle,whistler,rose,juror,close,,,,,,,,
66,pie,fudge,cake,tart,miller,mason,smith,cobbler,one,distort,twist,root,dance,meal,doctor,fisher,,,,
67,pint,cup,quart,gallon,sterling,pound,real,awful,super,quite,very,won,carrot,coffee,sponge,rand,,,,
68,mate,slide,bud,mary jane,skillet,pot,clog,wok,wedge,weed,grass,herb,chum,pump,crock,pal,,,,
69,sleeping bag,tent,camper,lantern,small,medium,large,wee,cooler,meal,diss,jab,dig,slight,barb,hour,,,,
70,"['nevada', 'arizona', 'utah', 'colorado']","['rush', 'soprano', 'sprite', 'squirt']","['mug', 'hawk', 'montana', 'kansas']","['stark', 'crush', 'yes', 'genesis']",,,,,,,,,,,,,,,,
71,"['singer', 'actor', 'stand-up', 'dancer']","['heart', 'cupid', 'vixen', 'rose']","['santa', 'dasher', 'boys', 'lieutenant']","['card', 'taste', 'chocolate', 'comet']",,,,,,,,,,,,,,,,
72,"['mustache', 'beard', 'stubble', 'goatee']","['tail', 'pedal', 'wheel', 'track']","['shadow', 'dog', 'doubt', 'movie']","['handlebar', 'vote', 'follow', 'gear']",,,,,,,,,,,,,,,,
73,mastodon,outfit,duds,flops,misses,trilobite,turkeys,threads,smack,peck,getup,busts,dodo,smooch,mammoth,x,,,,
74,party,bash,shindig,blowout,whale,island,range,woodcarver,mixer,cricket,sink,counter,bunny,egg,puppet,sunday,,,,
75,taboo,nike,risk,killer,opinion,national,trouble,atlas,style,paris,notorious,sorry,foxy,gucci,hermes,business,,,,
76,tender,breast,wing,eagle,snare,hole,cymbal,drumstick,swimming,kick,driver,infant,ticker,tom,pub,stroke,,,,
77,"['heaven', 'paradise', 'cloud nine', 'bliss']","['shake', 'hustle', 'fast one', 'high five']","['racket', 'wave', 'bucket', 'guest']","['return', 'wish', 'hug', 'con']",,,,,,,,,,,,,,,,
78,run,onyx,lynx,raven,book,cyber,ibex,ash,split,ebony,jet,fox,fat,bounce,black,bounce,,,,
79,slide,swing,seesaw,papyrus,eye,weight,times,ankh,sandbox,pull,courier,impact,sway,scarab,crook,clout,,,,
80,popper,nick,wing,chip,flap,right,correct,yes,lumber,nacho,apple,cracker,fry,scratch,ding,bingo,,,,
81,tumbler,goblet,coffee,olds,oboe,flute,saxophone,bishop,stein,pound,fricassee,snifter,balloon,frost,clarinet,bassoon,,,,
82,"['nude', 'bare', 'unclad', 'naked']","['sack', 'muffin', 'danish', 'bun']","['file', 'fumble', 'turnover', 'punt']","['polish', 'clip', 'buff', 'snap']",,,,,,,,,,,,,,,,
83,"['hen', 'cow', 'mare', 'doe']","['yew', 'they', 'we', 'you']","['it', 'd', 'u', 'l']","['ewe', 'm', 'v', 'i']",,,,,,,,,,,,,,,,
84,easel,brush,palette,canvas,saw,comb,folding,gear,high,neutral,reverse,first,park,lawn,zipper,drive,,,,
85,graph,chart,map,diagram,stuffing,icing,extra,gravy,montero,perk,turkey,satisfaction,istanbul,pie,bonus,i ran,,,,
86,ogre,gnome,troll,goblin,plant,petal,leaf,stalk,rabbit,agent,spy,horse,tiger,dragon,mole,bud,,,,
87,rocky,sally,max,roger,horror,rabbit,show,harry,who,when,road,picture,fury,mad,met,framed,,,,
88,spirit,scotch,sake,port,essence,soul,brave,heart,coco,stout,cars,cider,ticker,demo,red,up,,,,
89,safe,ball,walk,colonel,flounder,carp,salmon,catfish,kiln,furnace,oven,forge,strike,smelt,yolk,out,,,,
90,jaguar,lion,capybara,anaconda,hair,foot,bottom,legs,toucan,company,foundation,rent,cucumber,grease,change,base,,,,
91,pumpkin,bell,bat,2001,firefly,bones,tombstone,7,weeds,cherry,"20,000",,,,,,,,,
92,coffee,chai,tea,cocoa,root,scoop,bark,trunk,meow,cluck,oink,buzz,dish,branch,dirt,skinny,,,,
93,leave,get out,scram,us,peon,nepo,them,you,pone,santa,go,me,beanie,fur,open,me,,,,
94,"['pupil', 'iris', 'lens', 'retina']","['over', 'phony', 'sham', 'bogus']","['michelle', 'roger', 'stan', 'alejandro']",['copy'],,,,,,,,,,,,,,,,
95,goat,sheep,cow,horse,rings,excel,glow,shine,buffalo,radiate,vault,seedy,floor,cutie,envy,beam,,,,
96,witch,giant,queen,wolf,pigpen,mate,charlie,woodstock,rock 'n roll,gambit,bishop,new york,peppermint patty,witch,princess,lucy,,,,
97,grape,apricot,lime,berry,stone,lavish,grand,opulent,naive,unwell,envious,fresh,foster,deluxe,swank,fig,,,,
98,quick,outlaw,southwest,frontier,bright,rogers,sharp,cowboy,spirit,sheriff,smart,clever,lasso,mars,drifter,alaska,,,,
99,tab,relation,bookmark,history,laundry,cuff,collar,pocket,window,bond,tie,martini,dozen,joke,link,button,,,,
