,group1_members1,group1_members2,group1_members3,group1_members4,group2_members1,group2_members2,group2_members3,group2_members4,group3_members1,group3_members2,group3_members3,group3_members4,group4_members1,group4_members2,group4_members3,group4_members4,group1_name,group2_name,group3_name,group4_name
42,irate,furious,livid,incensed,pelican,canary,booby,gull,hardy,sunflower,beach,beastie,school bus,lost,banana,puffin,,,,
43,"['plasma', 'gas', 'liquid', 'tesla']","['shellac', 'paste', 'cut', 'crush']","['stale', 'trash', 'least', 'rout']","['solid', 'slate', 'undo', 'copy']",,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,
45,philadelphia,chicago,manhattan,rio,squall,blizzard,tornado,hurricane,glamour,elle,allure,cosmopolitan,,,,,,,,
46,grassland,tree,desert,go,iguana,gecko,cobra,monitor,warrior,nae,forest,can,cha,lotus,chameleon,grassland,,,,
47,linen,rib,corduroy,scar,specter,phantom,spirit,tease,needle,stitch,denim,poke,beast,genie,ghost,return,,,,
48,mother,aunt,cousin,nephew,donald,quirky,wacky,dewey,cuckoo,kooky,scrooge,daffy,biological,alarm,dewey,daisy,,,,
49,mile,foot,yard,inch,samosa,falafel,schnitzel,katsu,pen,tempera,oil,watercolor,dim,nick,quart,acrylic,,,,
50,"['hero', 'scott', 'lost boys', 'bumble']","['grinder', 'blade', 'tinder', 'match']","['west', 'twilight', 'near dark', 'sub']","['hoagie', 'ant', 'driver', 'hinge']",,,,,,,,,,,,,,,,
51,mouse,keyboard,rat,hamster,organ,speaker,harp,monitor,grouse,vole,carp,gerbil,horn,moan,gripe,triangle,,,,
52,"['pride', 'gov', 'colony', 'family']","['high', 'blazed', 'swarm', 'bio']","['lit', 'stats', 'order', 'herd']","['class', 'domain', 'chem', 'baked']",,,,,,,,,,,,,,,,
53,shrine,altar,temple,abbey,rocky,sylvester,calvin,tom,garfield,harry,chester,felix,reliquary,silk,high,silky,,,,
54,top,puck,hockey,duncan,blocks,memory,yo-yo,leggings,giggle,eggnog,selfie,doll,fish,juliet,baggage,viola,,,,
55,"['frogger', 'swipe', 'asteroids', 'pac']","['swing', 'salsa', 'pong', 'pinch']","['tango', 'tap', 'savage', 'breakout']","['cent', 'chainz', 'spread', 'hustle']",,,,,,,,,,,,,,,,
56,romance,lie,horror,kiss,plaid,paisley,western,stripes,fib,tale,whopper,musical,dot,goober,fiction,houndstooth,,,,
57,"['spider', 'mite', 'tick', 'black widow']","['flash', 'jackass', 'shark', 'storm']","['perch', 'eel', 'catfish', 'cribs']",[''],,,,,,,,,,,,,,,,
58,several,pair,few,some,moon,planet,sun,globe,asteroid,comet,plumb,lyme,journal,mellon,handful,jelly,,,,
59,saw,field,charm,ring,please,pendant,tickle,delight,purge,scream,anklet,bangle,brooch,diamond,court,rink,,,,
60,hawking,einstein,oppenheimer,feynman,crikey,mate,bush,faculty,selling,gift,barbie,match,flair,west,moot,engenuis,,,,
61,me,pi,co,na,la,fa,pa,mu,ti,xi,ni,ma,fe,he,nu,do,,,,
62,snap,plank,buckle,zip,obvious,nothing,nada,curl,squat,press,planet,button,crunch,kangaroo,lunge,jack,,,,
63,"['rover', 'fly', 'fido', 'chum']","['shirt', 'observe', 'notice', 'see']","['bait', 'sinker', 'storm', 'lucky']","['bone', 'rex', 'catch', 'return']",,,,,,,,,,,,,,,,
64,plasma,fire,gas,steam,tree,spirit,air,vigor,water,wedding,juice,earth,circus,saturn,solid,liquid,,,,
65,"['millennium', 'century', 'decade', 'year']","['pancake', 'omelet', 'bacon', 'waffle']","['whistler', 'rose', 'juror', 'close']",[],,,,,,,,,,,,,,,,
66,pie,fudge,cake,tart,miller,mason,smith,cobbler,one,distort,twist,root,dance,meal,doctor,fisher,,,,
67,"['pint', 'cup', 'quart', 'gallon']","['sterling', 'pound', 'won', 'real']","['super', 'quite', 'very', 'awful']","['carrot', 'coffee', 'sponge', 'rand']",,,,,,,,,,,,,,,,
68,mate,slide,bud,mary jane,skillet,pot,clog,wok,wedge,weed,grass,herb,chum,pump,crock,pal,,,,
69,sleeping bag,tent,camper,lantern,small,medium,large,wee,cooler,meal,jab,slight,diss,dig,barb,hour,,,,
70,nevada,arizona,utah,colorado,rush,soprano,sprite,squirt,mug,genesis,hawk,crush,stark,kansas,yes,montana,,,,
71,singer,actor,stand-up,card,heart,dasher,vixen,rose,taste,dancer,boys,chocolate,santa,lieutenant,comet,cupid,,,,
72,mustache,beard,stubble,goatee,tail,pedal,handlebar,wheel,dog,track,vote,follow,doubt,movie,gear,shadow,,,,
73,mastodon,outfit,duds,flops,misses,trilobite,turkeys,threads,smack,peck,getup,busts,dodo,smooch,mammoth,x,,,,
74,party,bash,shindig,counter,whale,island,woodcarver,blowout,range,mixer,puppet,egg,cricket,bunny,sink,sunday,,,,
75,taboo,nike,risk,killer,opinion,national,trouble,atlas,style,paris,notorious,sorry,foxy,gucci,hermes,business,,,,
76,tender,breast,wing,eagle,snare,hole,cymbal,tom,swimming,kick,driver,infant,ticker,drumstick,pu,pub,,,,
77,"['heaven', 'paradise', 'cloud nine', 'bliss']","['shake', 'hustle', 'fast one', 'high five']","['racket', 'bucket', 'guest', 'hug']","['top ten', 'wish', 'con', 'wave']",,,,,,,,,,,,,,,,
78,run,onyx,lynx,raven,book,cyber,ibex,ash,split,ebony,fat,jet,bounce,black,fox,bounce,,,,
79,slide,swing,seesaw,papyrus,eye,ankh,times,weight,sandbox,pull,courier,impact,sway,crook,clout,scarab,,,,
80,popper,nick,wing,chip,flap,right,correct,yes,scratch,lumber,nacho,apple,fry,cracker,ding,bingo,,,,
81,tumbler,coffee,goblet,olds,oboe,flute,saxophone,bishop,pound,fricassee,snifter,balloon,frost,clarinet,bassoon,stein,,,,
82,nude,sack,bare,unclad,muffin,danish,polish,bun,fumble,turnover,snap,punt,buff,clip,naked,file,,,,
83,"['hen', 'cow', 'mare', 'doe']","['m', 'yew', 'u', 'i']","['they', 'it', 'we', 'you']","['d', 'v', 'l', 'e']",,,,,,,,,,,,,,,,
84,easel,brush,palette,canvas,saw,comb,park,lawn,high,neutral,reverse,first,folding,gear,zipper,drive,,,,
85,graph,chart,map,diagram,stuffing,icing,extra,gravy,montero,perk,turkey,satisfaction,istanbul,pie,bonus,i ran,,,,
86,ogre,gnome,troll,goblin,plant,petal,leaf,stalk,rabbit,spy,tiger,horse,petal,bud,leaf,stalk,,,,
87,rocky,max,roger,harry,sally,rabbit,show,who,horror,road,picture,fury,met,framed,mad,when,,,,
88,spirit,scotch,sake,port,coco,essence,soul,brave,cars,stout,ticker,heart,demo,red,cider,up,,,,
89,safe,ball,walk,colonel,flounder,carp,salmon,catfish,kiln,furnace,oven,forge,strike,smelt,yolk,out,,,,
90,jaguar,lion,capybara,anaconda,foot,legs,bottom,hair,company,foundation,rent,change,,,,,,,,
91,pumpkin,bell,bat,2001,firefly,bones,tombstone,7,weeds,cherry,"20,000",,,,,,,,,
92,coffee,chai,tea,cocoa,root,scoop,bark,trunk,meow,cluck,oink,buzz,dish,branch,dirt,skinny,,,,
93,"['leave', 'peon', 'get out', 'nepo']","['us', 'them', 'scram', 'nope']","['you', 'pone', 'santa', 'go']","['beanie', 'fur', 'open', 'me']",,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,,,,,
95,goat,buffalo,sheep,cow,rings,excel,glow,shine,radiate,floor,vault,seedy,cutie,envy,horse,beam,,,,
96,witch,giant,queen,charlie,pigpen,wolf,woodstock,you,gambit,mate,bishop,peppermint patty,rock 'n roll,new york,lucy,princess,,,,
97,grape,apricot,lime,berry,stone,lavish,grand,opulent,naive,unwell,envious,fresh,foster,deluxe,swank,fig,,,,
98,quick,outlaw,bright,rogers,southwest,frontier,sharp,cowboy,spirit,sheriff,smart,clever,lasso,mars,drifter,alaska,,,,
99,"['tab', 'relation', 'bookmark', 'window']","['cuff', 'collar', 'pocket', 'tie']","['bond', 'history', 'dozen', 'joke']","['link', 'button', 'martini', 'laundry']",,,,,,,,,,,,,,,,
