,group1_members1,group1_members2,group1_members3,group1_members4,group2_members1,group2_members2,group2_members3,group2_members4,group3_members1,group3_members2,group3_members3,group3_members4,group4_members1,group4_members2,group4_members3,group4_members4,group1_name,group2_name,group3_name,group4_name
18,ivory,cream,eggshell,poultry,mirror,row,tiff,quarrel,garlic,pork,beef,venison,spat,stake,crucifix,vanilla,,,,
19,rye,howard,barley,lee,king,earl,spelt,brown,prince,rice,stone,oat,bong,ford,duke,baron,,,,
20,,,,,,,,,,,,,,,,,,,,
21,husky,boxer,poodle,dalmatian,stop,bite,yield,wave,snout,muzzle,trunk,beak,detour,barrier,slow,asleep,,,,
22,byrd,vogue,beach boy,monkee,sausage,mashed potato,macarena,fortune,twist,wired,website,beatle,chain,golf course,rolling stone,dougie,,,,
23,heath,hammer,anvil,wii,bounty,sum,genesis,milky way,switch,stirrup,blink,u,crunch,maroon,cochlea,dreamcast,,,,
24,pencil,handlebar,horseshoe,hippo,cheesecake,fudge,tiramisu,flan,narwhal,elephant,warthog,walrus,mousse,heck,shoot,darn,,,,
25,poland,denmark,portugal,holland,mimic,echo,parrot,cruise,petty,mild,waits,mix,greece,dill,livid,copy,,,,
26,fedora,page,cover,fez,liver,kidney,lung,spine,rabbit,bowler,ass,knife,jacket,heart,page,pot,,,,
27,grumpy,bashful,tiff,happy,ostrich,emu,penguin,zip,mango,pineapple,banana,coconut,doc,gif,kiwi,pdf,,,,
28,moth,skate,fly,wasp,copy,multiply,divide,subtract,sole,lap,gnat,alley,cool,tetra,add,tang,,,,
29,packer,shoulder,elbow,hip,bronco,raven,spiral,cowboy,oklahoma,shell,knee,them,bowtie,mother,airplane,wrist,,,,
30,pepper,phone,mobile,mac,cucumber,tomato,eggplant,lima,pyramid,cube,sphere,cone,polish,job,pod,pad,,,,
31,sole,heel,duckie,lace,sorry,risk,trouble,clue,bond,smart,soul,hunt,,,,,,,,
32,tug,ferry,yacht,sub,round,cuban,flank,loin,rob,chuck,josh,sue,melt,junk,shank,club,,,,
33,fragrance,aroma,scent,funk,scissors,paper,jack,boar,bull,buck,rock,blues,country,soul,shoot,bouquet,,,,
34,penny,dime,quarter,nickel,moon,neck,rainbow,horseshoe,tin,lead,zinc,iron,clover,so,again,half,,,,
35,wallaby,kangaroo,mole rat,koala,paper,crunch,stacks,dough,mars,mounds,truth,eye,gun,cheddar,chunky,return,,,,
36,otter,seal,hawk,manatee,peddle,spoke,vend,move,dolphin,chain,saddle,brake,malt,chin,cub,tong,,,,
37,maple,ash,pine,elm,plain,plateau,mountain,valley,jump,sesame,fear,onion,everything,cedar,poppy,hill,,,,
38,clock,watch,second,hourglass,sundial,newton,pixie,crop,no,hertz,bob,evil,pepper,shag,mole,j,,,,
39,flute,bassoon,oboe,clarinet,wayfarer,hooded,aviator,monk,lid,cover,top,wraparound,harbor,harp,cat eye,cap,,,,
40,fiji,malta,cuba,japan,dasani,sam,joe,pop,java,voss,tony,brew,mud,lucky,palau,evian,,,,
41,snorkel,fins,mask,jungle,race,sprint,dash,fat,house,tank,bolt,period,comma,colon,doja,jungle,,,,
42,irate,furious,livid,incensed,pelican,canary,booby,gull,hardy,school bus,beach,beastie,sunflower,banana,lost,incensed,,,,
43,plasma,gas,liquid,stale,shellac,paste,cut,crush,undo,trash,rout,copy,slate,least,tesla,solid,,,,
44,plane,boat,train,subway,sonic,magic,thunder,outback,sabbath,day,king,floyd,checkers,stripes,car,train,,,,
45,philadelphia,chicago,manhattan,rio,glamour,elle,allure,cosmopolitan,squall,blizzard,tornado,w,screwdriver,munich,hurricane,cyclone,,,,
46,grassland,tree,forest,warrior,desert,go,nae,can,tundra,iguana,gecko,chameleon,cobra,monitor,lotus,cha,,,,
47,linen,rib,corduroy,tweed,scar,specter,phantom,spirit,needle,tease,stitch,denim,beast,genie,poke,ghost,,,,
48,mother,aunt,cousin,nephew,quirky,kooky,wacky,dewey,donald,scrooge,grandfather,alarm,biological,daffy,daisy,cuckoo,,,,
49,mile,foot,yard,inch,samosa,falafel,schnitzel,katsu,pen,tempera,oil,watercolor,dim,nick,quart,acrylic,,,,
50,grinder,blade,scott,match,near dark,twilight,west,sub,hero,lost boys,bumble,ant,hinge,driver,hoagie,tinder,,,,
51,mouse,keyboard,rat,hamster,organ,grouse,vole,harp,speaker,monitor,carp,gripe,horn,moan,triangle,gerbil,,,,
52,pride,family,class,domain,gov,colony,herd,order,high,blazed,lit,stats,bio,baked,chem,class,,,,
53,shrine,altar,temple,abbey,rocky,sylvester,tom,calvin,garfield,harry,felix,chester,reliquary,silk,high,grover,,,,
54,top,puck,hockey,duncan,blocks,memory,yo-yo,leggings,giggle,eggnog,selfie,doll,fish,juliet,baggage,viola,,,,
55,frogger,pac,pong,swing,asteroids,chainz,salsa,breakout,swipe,pinch,tap,spread,savage,cent,hustle,tango,,,,
56,romance,kiss,tale,fiction,plaid,paisley,stripes,houndstooth,lie,fib,whopper,goober,horror,western,musical,dot,,,,
57,spider,mite,tick,black widow,flash,jackass,shark,storm,perch,eel,catfish,cribs,blade,char,state,scorpion,,,,
58,several,few,pair,some,moon,comet,globe,planet,sun,plumb,lyme,mellon,journal,asteroid,handful,post,,,,
59,saw,purge,field,charm,brooch,pendant,ring,anklet,delight,court,scream,tickle,bangle,rink,diamond,please,,,,
60,hawking,einstein,oppenheimer,feynman,crikey,selling,gift,mate,genius,flair,bush,faculty,barbie,west,match,moot,,,,
61,me,la,pa,nu,pi,co,ma,he,na,fa,ti,xi,do,mu,ni,fe,,,,
62,snap,zip,curl,squat,buckle,button,planet,lunge,obvious,nothing,nada,crunch,kangaroo,press,jack,curl,,,,
63,rover,fido,rex,chum,fly,bait,bone,storm,shirt,observe,notice,see,spot,sinker,lucky,catch,,,,
64,plasma,fire,gas,air,tree,steam,spirit,vigor,solid,liquid,water,juice,wedding,circus,earth,saturn,,,,
65,millennium,century,decade,year,pancake,omelet,waffle,bacon,whistler,rose,juror,close,cereal,egg,munch,month,,,,
66,pie,cake,tart,cobbler,miller,mason,smith,fisher,one,twist,root,distort,meal,doctor,dance,cobbler,,,,
67,pint,cup,quart,gallon,sterling,pound,won,real,quite,very,super,awful,carrot,coffee,sponge,rand,,,,
68,mate,slide,bud,mary jane,skillet,pot,clog,wok,wedge,weed,chum,grass,herb,pump,crock,mate,,,,
69,sleeping bag,tent,lantern,camper,small,medium,large,huge,cooler,meal,diss,jab,dig,wee,slight,barb,,,,
70,nevada,arizona,utah,colorado,rush,soprano,sprite,squirt,mug,hawk,stark,crush,genesis,kansas,montana,yes,,,,
71,singer,actor,stand-up,dancer,heart,cupid,rose,chocolate,santa,dasher,boys,lieutenant,card,taste,vixen,comet,,,,
72,mustache,beard,stubble,goatee,tail,pedal,handlebar,wheel,dog,track,vote,follow,,,,,,,,
73,mastodon,outfit,smack,flops,dodo,trilobite,peck,duds,smooch,misses,threads,getup,mammoth,turkeys,busts,,,,,
74,"['party', 'bash', 'shindig', 'blowout']","['whale', 'island', 'range', 'woodcarver']","['mixer', 'counter', 'sink', 'egg']","['bunny', 'puppet', 'cricket', 'sunday']",,,,,,,,,,,,,,,,
75,taboo,nike,risk,killer,opinion,national,trouble,atlas,style,paris,notorious,sorry,foxy,gucci,hermes,business,,,,
76,tender,breast,wing,eagle,snare,hole,cymbal,tom,swimming,stroke,kick,driver,infant,pub,ticker,drumstick,,,,
77,heaven,paradise,cloud nine,bliss,shake,hustle,fast one,high five,racket,wave,guest,hug,bucket,con,return,wish,,,,
78,run,onyx,cyber,lynx,book,ibex,split,raven,fat,bounce,ash,black,jet,fox,oryx,ebony,,,,
79,slide,swing,seesaw,papyrus,eye,sway,weight,times,ankh,scarab,courier,impact,slide,sandbox,pull,clout,,,,
80,popper,nick,wing,chip,right,correct,yes,scratch,lumber,nacho,apple,cracker,ding,bingo,flap,fry,,,,
81,tumbler,goblet,coffee,stein,oboe,flute,saxophone,bishop,pound,fricassee,snifter,balloon,frost,clarinet,bassoon,olds,,,,
82,nude,sack,bare,unclad,muffin,danish,turnover,snap,polish,buff,clip,punt,bun,fumble,naked,return,,,,
83,hen,cow,mare,ewe,yew,they,we,you,it,d,u,l,m,doe,v,i,,,,
84,easel,brush,park,canvas,saw,comb,lawn,folding,high,neutral,reverse,first,palette,gear,zipper,drive,,,,
85,graph,chart,map,diagram,icing,extra,gravy,pie,stuffing,montero,perk,satisfaction,i ran,istanbul,bonus,turkey,,,,
86,ogre,gnome,troll,goblin,petal,leaf,stalk,bud,rabbit,tiger,horse,mole,agent,spy,goblin,dragon,,,,
87,rocky,sally,max,roger,horror,rabbit,show,fury,harry,who,when,met,road,picture,framed,mad,,,,
88,spirit,essence,soul,brave,port,scotch,sake,cider,cars,ticker,heart,demo,coco,stout,red,up,,,,
89,safe,ball,walk,strike,kiln,furnace,oven,forge,flounder,carp,salmon,catfish,yolk,out,colonel,smelt,,,,
90,jaguar,lion,capybara,anaconda,foot,legs,bottom,hair,company,foundation,rent,change,cucumber,grease,base,foot,,,,
91,pumpkin,bell,bat,2001,firefly,bones,tombstone,7,weeds,cherry,"20,000",cobweb,bar,22,451,24,,,,
92,,,,,,,,,,,,,,,,,,,,
93,leave,get out,scram,you,peon,nepo,pone,santa,us,them,me,go,beanie,fur,open,nope,,,,
94,pupil,iris,retina,lens,over,phony,sham,bogus,michelle,roger,stan,alejandro,copy,fake,out,lola,,,,
95,goat,sheep,cow,horse,rings,excel,glow,shine,buffalo,radiate,seedy,vault,floor,cutie,envy,beam,,,,
96,witch,giant,queen,wolf,pigpen,mate,charlie,woodstock,rock 'n roll,gambit,bishop,new york,peppermint patty,you,lucy,princess,,,,
97,grape,apricot,lime,fig,stone,lavish,opulent,swank,naive,envious,unwell,fresh,grand,foster,deluxe,berry,,,,
98,quick,bright,sharp,smart,outlaw,cowboy,sheriff,drifter,southwest,frontier,alaska,mars,rogers,spirit,lasso,clever,,,,
99,tab,relation,bookmark,link,laundry,cuff,collar,pocket,window,bond,tie,martini,history,dozen,joke,button,,,,
